filename,freq,acc_amplitude_fft_m/s/s,pos_amplitude_fft_m,Folder,MinMax_amp_Volts,datetime,rewNum,accFile,beeID,hive,IT,accFileAndFolder,dateFrozenOrMarked,treatment,MinMax_amp_acc_m/s/s
2016_10_12__14_02_26_192_220_450_test.txt,230.0,1.2890266994911734,6.172292577458493e-07,Bee14_12Oct2016_Hive4_W_S,0.08989,2016_10_12__14_02_26_192,45,2016_10_12__14_02_26_192_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,8.83874139626352
2016_10_12__14_03_04_534_220_450_test.txt,330.0,1.384301676988287,3.2199055195254003e-07,Bee14_12Oct2016_Hive4_W_S,0.55683,2016_10_12__14_03_04_534,46,2016_10_12__14_03_04_534_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,54.75221238938054
2016_10_12__14_03_05_908_220_450_test.txt,250.0,2.8467079197672613,1.1537272636593444e-06,Bee14_12Oct2016_Hive4_W_S,0.74245,2016_10_12__14_03_05_908,47,2016_10_12__14_03_05_908_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,73.00393313667651
2016_10_12__14_03_06_667_220_450_test.txt,290.0,1.87485963956684,5.646938104760971e-07,Bee14_12Oct2016_Hive4_W_S,0.39199,2016_10_12__14_03_06_667,48,2016_10_12__14_03_06_667_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,38.54375614552606
2016_10_12__14_03_15_037_220_450_test.txt,250.0,1.4478904303456297,5.868078887481322e-07,Bee14_12Oct2016_Hive4_W_S,0.8716,2016_10_12__14_03_15_037,49,2016_10_12__14_03_15_037_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,85.70304818092428
2016_10_12__14_03_39_823_220_450_test.txt,360.0,0.9837788291767384,1.9227938930258559e-07,Bee14_12Oct2016_Hive4_W_S,0.13369,2016_10_12__14_03_39_823,50,2016_10_12__14_03_39_823_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,13.145526057030482
2016_10_12__14_03_49_479_220_450_test.txt,260.0,1.21285895194551,4.544685821091877e-07,Bee14_12Oct2016_Hive4_W_S,0.12947,2016_10_12__14_03_49_479,51,2016_10_12__14_03_49_479_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,12.730580137659786
2016_10_12__14_03_51_743_220_450_test.txt,250.0,1.2267620656318148,4.971879381493391e-07,Bee14_12Oct2016_Hive4_W_S,0.07106,2016_10_12__14_03_51_743,52,2016_10_12__14_03_51_743_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,6.9872173058013765
2016_10_12__14_04_05_458_220_450_test.txt,360.0,0.9639800311511479,1.8840971790858787e-07,Bee14_12Oct2016_Hive4_W_S,0.12039000000000001,2016_10_12__14_04_05_458,53,2016_10_12__14_04_05_458_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,11.837758112094395
2016_10_12__14_04_15_539_220_450_test.txt,390.0,1.1473718782821831,1.9108000786568558e-07,Bee14_12Oct2016_Hive4_W_S,0.09216,2016_10_12__14_04_15_539,54,2016_10_12__14_04_15_539_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,9.061946902654867
2016_10_12__14_04_17_583_220_450_test.txt,260.0,0.841336356087277,3.152559002962066e-07,Bee14_12Oct2016_Hive4_W_S,0.04673,2016_10_12__14_04_17_583,55,2016_10_12__14_04_17_583_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,4.59488692232055
2016_10_12__14_04_29_843_220_450_test.txt,350.0,0.9801158573640688,2.0266632403010647e-07,Bee14_12Oct2016_Hive4_W_S,0.09312999999999999,2016_10_12__14_04_29_843,56,2016_10_12__14_04_29_843_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,9.157325467059984
2016_10_12__14_04_30_872_220_450_test.txt,410.0,1.9484027500596788,2.935967769899356e-07,Bee14_12Oct2016_Hive4_W_S,0.24466999999999997,2016_10_12__14_04_30_872,57,2016_10_12__14_04_30_872_220_450_test.txt,14,4,4.23,Bee14_12Oct2016_Hive4_W_S/2016_10_12__13_51_25_ampFreq.txt,12-Oct-16,sham,24.05801376597837
2016_10_12__14_15_16_506_220_450_test.txt,370.0,3.936623463206956,7.283844938756899e-07,Bee15_12Oct2016_Hive4_S_W,0.74829,2016_10_12__14_15_16_506,1,2016_10_12__14_15_16_506_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,73.57817109144544
2016_10_12__14_15_17_237_220_450_test.txt,360.0,5.009468104418273,9.790996098730663e-07,Bee15_12Oct2016_Hive4_S_W,0.74082,2016_10_12__14_15_17_237,2,2016_10_12__14_15_17_237_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,72.84365781710916
2016_10_12__14_15_17_873_220_450_test.txt,330.0,4.934868996921664,1.1478575938658846e-06,Bee15_12Oct2016_Hive4_S_W,0.47766000000000003,2016_10_12__14_15_17_873,3,2016_10_12__14_15_17_873_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,46.96755162241888
2016_10_12__14_15_18_335_220_450_test.txt,400.0,2.7123105108545285,4.293976740083353e-07,Bee15_12Oct2016_Hive4_S_W,0.29951,2016_10_12__14_15_18_335,4,2016_10_12__14_15_18_335_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,29.450344149459195
2016_10_12__14_15_45_518_220_450_test.txt,340.0,3.390540685770102,7.429359763618736e-07,Bee15_12Oct2016_Hive4_S_W,0.27842,2016_10_12__14_15_45_518,5,2016_10_12__14_15_45_518_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,27.376597836774827
2016_10_12__14_15_47_425_220_450_test.txt,360.0,1.4414488823287168,2.817309161216637e-07,Bee15_12Oct2016_Hive4_S_W,0.4663,2016_10_12__14_15_47_425,6,2016_10_12__14_15_47_425_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,45.85054080629302
2016_10_12__14_15_48_199_220_450_test.txt,390.0,2.0819776945901616,3.4672656859438004e-07,Bee15_12Oct2016_Hive4_S_W,0.33131,2016_10_12__14_15_48_199,7,2016_10_12__14_15_48_199_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,32.5771878072763
2016_10_12__14_15_48_809_220_450_test.txt,400.0,2.713451553228367,4.295783173894345e-07,Bee15_12Oct2016_Hive4_S_W,0.5503399999999999,2016_10_12__14_15_48_809,8,2016_10_12__14_15_48_809_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,54.11406096361848
2016_10_12__14_15_49_579_220_450_test.txt,360.0,1.699644898399481,3.3219527947047905e-07,Bee15_12Oct2016_Hive4_S_W,0.4994,2016_10_12__14_15_49_579,9,2016_10_12__14_15_49_579_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,49.105211406096366
2016_10_12__14_15_50_241_220_450_test.txt,380.0,7.517125499748786,1.3186358262163209e-06,Bee15_12Oct2016_Hive4_S_W,0.78203,2016_10_12__14_15_50_241,10,2016_10_12__14_15_50_241_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,76.89577187807276
2016_10_12__14_15_51_041_220_450_test.txt,380.0,7.498822315117426,1.3154251261968026e-06,Bee15_12Oct2016_Hive4_S_W,0.9585600000000001,2016_10_12__14_15_51_041,11,2016_10_12__14_15_51_041_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,94.25368731563421
2016_10_12__14_16_00_599_220_450_test.txt,380.0,1.5786055233928644,2.769151318118025e-07,Bee15_12Oct2016_Hive4_S_W,0.30113,2016_10_12__14_16_00_599,12,2016_10_12__14_16_00_599_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,29.609636184857425
2016_10_12__14_16_01_112_220_450_test.txt,370.0,3.593775482018533,6.649481109987782e-07,Bee15_12Oct2016_Hive4_S_W,0.33553,2016_10_12__14_16_01_112,13,2016_10_12__14_16_01_112_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,32.992133726647
2016_10_12__14_16_01_628_220_450_test.txt,380.0,2.0487737641539345,3.5939089819848403e-07,Bee15_12Oct2016_Hive4_S_W,0.41503,2016_10_12__14_16_01_628,14,2016_10_12__14_16_01_628_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,40.809242871189774
2016_10_12__14_16_10_644_220_450_test.txt,400.0,1.50634975974711,2.384767822452005e-07,Bee15_12Oct2016_Hive4_S_W,0.49388000000000004,2016_10_12__14_16_10_644,15,2016_10_12__14_16_10_644_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,48.56243854473943
2016_10_12__14_16_11_334_220_450_test.txt,350.0,2.1114714186296193,4.3660568033167173e-07,Bee15_12Oct2016_Hive4_S_W,0.29789,2016_10_12__14_16_11_334,16,2016_10_12__14_16_11_334_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,29.291052114060964
2016_10_12__14_16_11_970_220_450_test.txt,340.0,2.5154887418083227,5.511944134061294e-07,Bee15_12Oct2016_Hive4_S_W,0.30696999999999997,2016_10_12__14_16_11_970,17,2016_10_12__14_16_11_970_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,30.183874139626354
2016_10_12__14_16_12_497_220_450_test.txt,370.0,6.067745811826938,1.122701219311803e-06,Bee15_12Oct2016_Hive4_S_W,0.56624,2016_10_12__14_16_12_497,18,2016_10_12__14_16_12_497_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,55.67748279252704
2016_10_12__14_16_31_607_220_450_test.txt,350.0,3.5239191413772484,7.286686907433337e-07,Bee15_12Oct2016_Hive4_S_W,0.31963,2016_10_12__14_16_31_607,19,2016_10_12__14_16_31_607_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,31.42871189773845
2016_10_12__14_16_32_729_220_450_test.txt,340.0,1.1970357819318305,2.6229472813054583e-07,Bee15_12Oct2016_Hive4_S_W,0.14829,2016_10_12__14_16_32_729,20,2016_10_12__14_16_32_729_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,14.581120943952804
2016_10_12__14_16_49_063_220_450_test.txt,380.0,2.198870311431543,3.85720468542659e-07,Bee15_12Oct2016_Hive4_S_W,0.4478,2016_10_12__14_16_49_063,21,2016_10_12__14_16_49_063_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,44.031465093411995
2016_10_12__14_16_49_618_220_450_test.txt,380.0,4.456059001778633,7.81671004917426e-07,Bee15_12Oct2016_Hive4_S_W,0.42768999999999996,2016_10_12__14_16_49_618,22,2016_10_12__14_16_49_618_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,42.054080629301865
2016_10_12__14_16_50_149_220_450_test.txt,340.0,1.1896170936108514,2.606691436111791e-07,Bee15_12Oct2016_Hive4_S_W,0.28718,2016_10_12__14_16_50_149,23,2016_10_12__14_16_50_149_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,28.237954768928226
2016_10_12__14_16_50_835_220_450_test.txt,370.0,2.0776936723582633,3.84430938877894e-07,Bee15_12Oct2016_Hive4_S_W,0.22195,2016_10_12__14_16_50_835,24,2016_10_12__14_16_50_835_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,sham,21.823992133726648
2016_10_12__14_17_52_858_220_450_test.txt,370.0,2.9230362918357127,5.408427628164798e-07,Bee15_12Oct2016_Hive4_S_W,0.28264,2016_10_12__14_17_52_858,25,2016_10_12__14_17_52_858_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,27.79154375614553
2016_10_12__14_17_53_290_220_450_test.txt,400.0,5.301262301934881,8.392658925477288e-07,Bee15_12Oct2016_Hive4_S_W,0.4835,2016_10_12__14_17_53_290,26,2016_10_12__14_17_53_290_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,47.541789577187814
2016_10_12__14_18_00_425_220_450_test.txt,250.0,1.2195639362647357,4.942706461994065e-07,Bee15_12Oct2016_Hive4_S_W,0.47863,2016_10_12__14_18_00_425,27,2016_10_12__14_18_00_425_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,47.06293018682399
2016_10_12__14_18_06_278_220_450_test.txt,440.0,1.1007397976653777,1.4401892972841355e-07,Bee15_12Oct2016_Hive4_S_W,0.31671,2016_10_12__14_18_06_278,28,2016_10_12__14_18_06_278_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,31.14159292035398
2016_10_12__14_18_13_287_220_450_test.txt,360.0,3.7666754682237737,7.361960201330819e-07,Bee15_12Oct2016_Hive4_S_W,0.5039399999999999,2016_10_12__14_18_13_287,29,2016_10_12__14_18_13_287_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,49.55162241887905
2016_10_12__14_18_23_014_220_450_test.txt,360.0,2.221319252981827,4.3415643510731537e-07,Bee15_12Oct2016_Hive4_S_W,0.47052,2016_10_12__14_18_23_014,30,2016_10_12__14_18_23_014_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,46.265486725663706
2016_10_12__14_18_32_700_220_450_test.txt,400.0,1.5400631054198357,2.438140886328627e-07,Bee15_12Oct2016_Hive4_S_W,0.31606,2016_10_12__14_18_32_700,31,2016_10_12__14_18_32_700_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,31.07767944936086
2016_10_12__14_18_33_397_220_450_test.txt,380.0,1.5376211262199524,2.697257487916725e-07,Bee15_12Oct2016_Hive4_S_W,0.19307,2016_10_12__14_18_33_397,32,2016_10_12__14_18_33_397_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,18.984267453294002
2016_10_12__14_18_33_867_220_450_test.txt,390.0,2.4349738064369206,4.055135243364193e-07,Bee15_12Oct2016_Hive4_S_W,0.38518,2016_10_12__14_18_33_867,33,2016_10_12__14_18_33_867_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,37.874139626352026
2016_10_12__14_18_50_396_220_450_test.txt,400.0,5.998070124980923,9.495805697387684e-07,Bee15_12Oct2016_Hive4_S_W,0.40854,2016_10_12__14_18_50_396,34,2016_10_12__14_18_50_396_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,40.17109144542773
2016_10_12__14_18_54_142_220_450_test.txt,420.0,1.2092493938060431,1.736431121020518e-07,Bee15_12Oct2016_Hive4_S_W,0.36668,2016_10_12__14_18_54_142,35,2016_10_12__14_18_54_142_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,36.055063913470995
2016_10_12__14_18_54_613_220_450_test.txt,400.0,2.6765108786518232,4.237300785259315e-07,Bee15_12Oct2016_Hive4_S_W,0.32709,2016_10_12__14_18_54_613,36,2016_10_12__14_18_54_613_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,32.1622418879056
2016_10_12__14_18_55_094_220_450_test.txt,360.0,4.455015816896023,8.707320133357279e-07,Bee15_12Oct2016_Hive4_S_W,0.37577,2016_10_12__14_18_55_094,37,2016_10_12__14_18_55_094_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,36.948869223205506
2016_10_12__14_18_55_922_220_450_test.txt,390.0,6.3234445306785005,1.0530882388971282e-06,Bee15_12Oct2016_Hive4_S_W,0.31281,2016_10_12__14_18_55_922,38,2016_10_12__14_18_55_922_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,30.75811209439528
2016_10_12__14_19_02_429_220_450_test.txt,420.0,2.2350639939676857,3.2094576160030734e-07,Bee15_12Oct2016_Hive4_S_W,0.33942,2016_10_12__14_19_02_429,39,2016_10_12__14_19_02_429_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,33.37463126843658
2016_10_12__14_19_04_082_220_450_test.txt,400.0,2.471197327618156,3.912259972625837e-07,Bee15_12Oct2016_Hive4_S_W,0.32807,2016_10_12__14_19_04_082,40,2016_10_12__14_19_04_082_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,32.25860373647984
2016_10_12__14_19_11_861_220_450_test.txt,260.0,1.0638923060788659,3.986495107983988e-07,Bee15_12Oct2016_Hive4_S_W,0.18529,2016_10_12__14_19_11_861,41,2016_10_12__14_19_11_861_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,18.21927236971485
2016_10_12__14_19_13_480_220_450_test.txt,370.0,2.100536935794779,3.8865757600287857e-07,Bee15_12Oct2016_Hive4_S_W,0.5363899999999999,2016_10_12__14_19_13_480,42,2016_10_12__14_19_13_480_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,52.742379547689275
2016_10_12__14_19_44_303_220_450_test.txt,390.0,3.370890959130377,5.613784712497454e-07,Bee15_12Oct2016_Hive4_S_W,0.3563,2016_10_12__14_19_44_303,43,2016_10_12__14_19_44_303_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,35.03441494591937
2016_10_12__14_19_44_745_220_450_test.txt,390.0,3.9770815979779046,6.623317142493122e-07,Bee15_12Oct2016_Hive4_S_W,0.27809,2016_10_12__14_19_44_745,44,2016_10_12__14_19_44_745_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,27.344149459193712
2016_10_12__14_19_46_263_220_450_test.txt,380.0,1.965218865783377,3.447339016575905e-07,Bee15_12Oct2016_Hive4_S_W,0.21774000000000002,2016_10_12__14_19_46_263,45,2016_10_12__14_19_46_263_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,21.410029498525073
2016_10_12__14_19_58_192_220_450_test.txt,380.0,1.2676884737739882,2.2237482107432327e-07,Bee15_12Oct2016_Hive4_S_W,0.12136,2016_10_12__14_19_58_192,46,2016_10_12__14_19_58_192_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,11.933136676499508
2016_10_12__14_20_25_617_220_450_test.txt,390.0,5.5829750965100455,9.297725920843078e-07,Bee15_12Oct2016_Hive4_S_W,0.52666,2016_10_12__14_20_25_617,47,2016_10_12__14_20_25_617_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,51.785644051130774
2016_10_12__14_20_26_362_220_450_test.txt,410.0,9.37984577932809,1.413410286650964e-06,Bee15_12Oct2016_Hive4_S_W,0.94915,2016_10_12__14_20_26_362,48,2016_10_12__14_20_26_362_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,93.32841691248771
2016_10_12__14_20_28_198_220_450_test.txt,380.0,2.2108930434276632,3.878294668744828e-07,Bee15_12Oct2016_Hive4_S_W,0.41891999999999996,2016_10_12__14_20_28_198,49,2016_10_12__14_20_28_198_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,41.19174041297935
2016_10_12__14_20_29_188_220_450_test.txt,400.0,4.013021926447692,6.353189555786479e-07,Bee15_12Oct2016_Hive4_S_W,0.52017,2016_10_12__14_20_29_188,50,2016_10_12__14_20_29_188_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,51.14749262536874
2016_10_12__14_20_34_016_220_450_test.txt,380.0,5.200079067002355,9.121851906205369e-07,Bee15_12Oct2016_Hive4_S_W,0.57436,2016_10_12__14_20_34_016,51,2016_10_12__14_20_34_016_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,56.47590953785645
2016_10_12__14_20_34_445_220_450_test.txt,410.0,4.222933557071772,6.363364462306063e-07,Bee15_12Oct2016_Hive4_S_W,0.35467,2016_10_12__14_20_34_445,52,2016_10_12__14_20_34_445_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,34.87413962635201
2016_10_12__14_20_40_556_220_450_test.txt,390.0,0.9914515947507614,1.6511349293923496e-07,Bee15_12Oct2016_Hive4_S_W,0.34071999999999997,2016_10_12__14_20_40_556,53,2016_10_12__14_20_40_556_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,33.502458210422816
2016_10_12__14_20_41_147_220_450_test.txt,400.0,4.1249628524313104,6.530408104515848e-07,Bee15_12Oct2016_Hive4_S_W,0.39945,2016_10_12__14_20_41_147,54,2016_10_12__14_20_41_147_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,39.277286135693224
2016_10_12__14_20_46_126_220_450_test.txt,400.0,2.9803422626257126,4.71830946419563e-07,Bee15_12Oct2016_Hive4_S_W,0.41211000000000003,2016_10_12__14_20_46_126,55,2016_10_12__14_20_46_126_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,40.522123893805315
2016_10_12__14_20_46_785_220_450_test.txt,260.0,0.7932472641388852,2.97236507853543e-07,Bee15_12Oct2016_Hive4_S_W,0.39166999999999996,2016_10_12__14_20_46_785,56,2016_10_12__14_20_46_785_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,38.51229105211407
2016_10_12__14_21_01_537_220_450_test.txt,340.0,1.6188761511858771,3.5472847709451816e-07,Bee15_12Oct2016_Hive4_S_W,0.2093,2016_10_12__14_21_01_537,57,2016_10_12__14_21_01_537_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,20.58013765978368
2016_10_12__14_21_03_205_220_450_test.txt,410.0,2.1430063636753336,3.2292079315979626e-07,Bee15_12Oct2016_Hive4_S_W,0.22455,2016_10_12__14_21_03_205,58,2016_10_12__14_21_03_205_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,22.079646017699112
2016_10_12__14_21_03_971_220_450_test.txt,250.0,0.9162925889771116,3.713593987114522e-07,Bee15_12Oct2016_Hive4_S_W,0.23039,2016_10_12__14_21_03_971,59,2016_10_12__14_21_03_971_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,22.653883972468048
2016_10_12__14_21_05_058_220_450_test.txt,370.0,6.415570512038075,1.1870584332004691e-06,Bee15_12Oct2016_Hive4_S_W,0.90145,2016_10_12__14_21_05_058,60,2016_10_12__14_21_05_058_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,88.63815142576202
2016_10_12__14_21_05_627_220_450_test.txt,390.0,5.852286151748947,9.746228795346244e-07,Bee15_12Oct2016_Hive4_S_W,0.5211399999999999,2016_10_12__14_21_05_627,61,2016_10_12__14_21_05_627_220_450_test.txt,15,4,3.61,Bee15_12Oct2016_Hive4_S_W/2016_10_12__14_13_31_ampFreq.txt,12-Oct-16,weighted,51.242871189773844
