freq,amp,datetime,visitNum,treatment_rewarded,BeeNumCol,accFile,beeID,hive,treatment,totalRewards,meanFreqRewarded,totalBuzzesNotRewarded,meanFreqUnrewarded,IT_mm,amp_acc
240.0,0.06879, 2017_05_30__16_49_13_529,37, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_13_529_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,6.76401179941003
350.0,0.18399000000000001, 2017_05_30__16_49_15_484,38, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_15_484_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,18.091445427728615
240.0,0.06587, 2017_05_30__16_49_21_900,39, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_21_900_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,6.476892822025566
270.0,0.06457, 2017_05_30__16_49_22_415,40, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_22_415_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,6.3490658800393325
240.0,0.06522, 2017_05_30__16_49_44_278,41, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_44_278_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,6.412979351032448
250.0,0.06295, 2017_05_30__16_49_44_918,42, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_44_918_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,6.189773844641102
250.0,0.10480999999999999, 2017_05_30__16_49_45_841,43, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_45_841_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,10.305801376597836
260.0,0.32936, 2017_05_30__16_49_46_457,44, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_46_457_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,32.38544739429695
330.0,1.2256200000000002, 2017_05_30__16_49_47_061,45, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_47_061_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,120.5132743362832
340.0,0.83136, 2017_05_30__16_49_47_587,46, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_47_587_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,81.74631268436579
250.0,0.14375, 2017_05_30__16_49_57_947,47, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_49_57_947_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,14.134709931170109
240.0,0.13660999999999998, 2017_05_30__16_50_01_090,48, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_01_090_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,13.432645034414945
290.0,0.41113999999999995, 2017_05_30__16_50_02_109,49, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_02_109_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,40.42674532940019
230.0,0.14018, 2017_05_30__16_50_02_742,50, T,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_02_742_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,13.783677482792529
280.0,0.05679, 2017_05_30__16_50_29_999,51, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_29_999_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,5.584070796460177
310.0,0.52471, 2017_05_30__16_50_30_563,52, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_30_563_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,51.59390363815143
330.0,0.74861, 2017_05_30__16_50_31_105,53, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_31_105_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,73.60963618485742
380.0,0.9877600000000001, 2017_05_30__16_50_31_622,54, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_31_622_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,97.12487708947887
340.0,1.285, 2017_05_30__16_50_32_286,55, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_32_286_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,126.3520157325467
240.0,0.35435, 2017_05_30__16_50_32_888,56, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_32_888_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,34.84267453294002
380.0,0.68696, 2017_05_30__16_50_35_145,57, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_35_145_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,67.54768928220255
350.0,0.44488, 2017_05_30__16_50_35_758,58, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_35_758_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,43.74434611602753
360.0,0.39361, 2017_05_30__16_50_36_301,59, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_36_301_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,38.70304818092429
350.0,0.49096000000000006, 2017_05_30__16_50_37_581,60, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_37_581_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,48.27531956735497
380.0,0.55197, 2017_05_30__16_50_38_304,61, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_38_304_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,54.27433628318583
340.0,0.40659, 2017_05_30__16_50_40_076,62, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_40_076_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,39.97935103244838
350.0,0.55294, 2017_05_30__16_50_41_136,63, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_41_136_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,54.36971484759095
300.0,0.68501, 2017_05_30__16_50_41_644,64, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_41_644_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,67.3559488692232
330.0,1.18668, 2017_05_30__16_50_42_280,65, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_42_280_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,116.68436578171092
330.0,1.50663, 2017_05_30__16_50_42_802,66, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_42_802_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,148.14454277286134
240.0,0.07139, 2017_05_30__16_50_48_227,67, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_48_227_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,7.019665683382498
390.0,1.19544, 2017_05_30__16_50_49_324,68, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_49_324_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,117.54572271386431
350.0,0.90307, 2017_05_30__16_50_50_976,69, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_50_976_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,88.79744346116028
280.0,0.27258000000000004, 2017_05_30__16_50_51_695,70, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_51_695_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,26.802359882005906
360.0,0.84564, 2017_05_30__16_50_52_459,71, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_52_459_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,83.15044247787611
320.0,0.38485, 2017_05_30__16_50_52_983,72, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_52_983_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,37.8416912487709
330.0,1.16754, 2017_05_30__16_50_53_526,73, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_53_526_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,114.8023598820059
310.0,0.6483399999999999, 2017_05_30__16_50_54_129,74, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_54_129_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,63.75024582104227
320.0,0.77165, 2017_05_30__16_50_54_702,75, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_54_702_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,75.87512291052114
350.0,0.58928, 2017_05_30__16_50_56_076,76, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_56_076_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,57.94296951819076
320.0,0.9352, 2017_05_30__16_50_56_658,77, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_50_56_658_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,91.95673549655851
370.0,0.73401, 2017_05_30__16_51_10_023,78, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_10_023_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,72.17404129793512
350.0,0.37998000000000004, 2017_05_30__16_51_10_640,79, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_10_640_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,37.362831858407084
370.0,0.91638, 2017_05_30__16_51_11_256,80, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_11_256_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,90.10619469026548
310.0,0.22228, 2017_05_30__16_51_12_584,81, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_12_584_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,21.856440511307767
250.0,0.06782, 2017_05_30__16_51_13_275,82, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_13_275_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,6.668633235004918
370.0,0.17945, 2017_05_30__16_51_13_838,83, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_13_838_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,17.64503441494592
350.0,0.11877, 2017_05_30__16_51_15_581,84, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_15_581_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,11.678466076696164
390.0,0.7259, 2017_05_30__16_51_32_866,85, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_32_866_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,71.37659783677482
340.0,1.13411, 2017_05_30__16_51_33_432,86, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_33_432_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,111.51524090462142
370.0,1.3612600000000001, 2017_05_30__16_51_33_932,87, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_33_932_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,133.85054080629305
330.0,0.9605100000000001, 2017_05_30__16_51_34_479,88, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_34_479_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,94.44542772861358
350.0,1.14742, 2017_05_30__16_51_35_042,89, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_35_042_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,112.82399213372665
370.0,0.9361700000000001, 2017_05_30__16_51_36_208,90, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_36_208_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,92.05211406096363
280.0,0.44618, 2017_05_30__16_51_37_394,91, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_37_394_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,43.872173058013765
340.0,1.04845, 2017_05_30__16_51_37_856,92, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_37_856_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,103.09242871189774
280.0,0.30178, 2017_05_30__16_51_40_320,93, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_40_320_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,29.67354965585054
340.0,0.7138899999999999, 2017_05_30__16_51_41_425,94, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_41_425_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,70.19567354965584
330.0,0.45461999999999997, 2017_05_30__16_51_42_819,95, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_42_819_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,44.70206489675516
360.0,0.9864700000000001, 2017_05_30__16_51_44_429,96, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_44_429_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,96.99803343166175
360.0,1.1990100000000001, 2017_05_30__16_51_44_898,97, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_44_898_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,117.89675516224192
390.0,0.79891, 2017_05_30__16_51_45_909,98, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_45_909_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,78.55555555555556
330.0,0.58701, 2017_05_30__16_51_47_268,99, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_47_268_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,57.71976401179941
360.0,0.66846, 2017_05_30__16_51_48_042,100, F,B_230_2017_05_30_H_8_RewFir,2017_05_30__16_51_48_042_220_450_0_5.txt,230,8,RewFir,50,298.2,50,336.2,4.7,65.72861356932154
330.0,0.69053, 2017_05_30__16_59_29_884,1, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_29_884_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,67.89872173058014
320.0,0.7083699999999999, 2017_05_30__16_59_30_695,2, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_30_695_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,69.65290068829891
320.0,0.49648000000000003, 2017_05_30__16_59_32_192,3, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_32_192_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,48.8180924287119
320.0,0.75153, 2017_05_30__16_59_34_264,4, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_34_264_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,73.8967551622419
350.0,0.58799, 2017_05_30__16_59_34_848,5, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_34_848_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,57.81612586037365
370.0,0.47018999999999994, 2017_05_30__16_59_35_780,6, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_35_780_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,46.23303834808259
330.0,0.78723, 2017_05_30__16_59_37_317,7, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_37_317_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,77.4070796460177
370.0,0.74569, 2017_05_30__16_59_38_053,8, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_38_053_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,73.32251720747296
340.0,0.66035, 2017_05_30__16_59_40_016,9, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_40_016_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,64.93117010816127
340.0,0.19372, 2017_05_30__16_59_41_780,10, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_41_780_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,19.04818092428712
350.0,0.53185, 2017_05_30__16_59_42_451,11, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_42_451_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,52.29596853490659
370.0,0.6674899999999999, 2017_05_30__16_59_43_645,12, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_43_645_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,65.63323500491641
340.0,0.25019, 2017_05_30__16_59_44_101,13, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_44_101_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,24.600786627335303
380.0,0.82584, 2017_05_30__16_59_45_837,14, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_45_837_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,81.20353982300885
340.0,0.18886, 2017_05_30__16_59_46_751,15, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_46_751_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,18.57030481809243
290.0,0.13175, 2017_05_30__16_59_47_770,16, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_47_770_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,12.954768928220256
360.0,0.45105, 2017_05_30__16_59_48_304,17, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_48_304_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,44.35103244837758
340.0,0.22974, 2017_05_30__16_59_48_879,18, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_48_879_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,22.589970501474927
350.0,0.23104, 2017_05_30__16_59_49_536,19, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_49_536_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,22.71779744346116
380.0,0.39881, 2017_05_30__16_59_51_559,20, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_51_559_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,39.214355948869226
370.0,0.7138899999999999, 2017_05_30__16_59_54_854,21, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_54_854_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,70.19567354965584
360.0,0.89366, 2017_05_30__16_59_55_677,22, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_55_677_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,87.87217305801376
350.0,0.47798, 2017_05_30__16_59_56_130,23, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_56_130_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,46.99901671583088
370.0,0.38647, 2017_05_30__16_59_58_056,24, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_58_056_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,38.00098328416912
350.0,0.32871, 2017_05_30__16_59_58_530,25, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_58_530_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,32.32153392330383
350.0,0.29756, 2017_05_30__16_59_59_096,26, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__16_59_59_096_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,29.25860373647984
380.0,0.24078000000000002, 2017_05_30__17_00_01_629,27, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_01_629_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,23.675516224188794
360.0,0.83201, 2017_05_30__17_00_02_712,28, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_02_712_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,81.8102261553589
340.0,0.68923, 2017_05_30__17_00_03_171,29, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_03_171_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,67.7708947885939
380.0,0.50881, 2017_05_30__17_00_04_195,30, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_04_195_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,50.03048180924287
360.0,0.86316, 2017_05_30__17_00_04_897,31, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_04_897_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,84.8731563421829
350.0,0.65386, 2017_05_30__17_00_05_440,32, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_05_440_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,64.29301868239922
340.0,0.52017, 2017_05_30__17_00_05_896,33, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_05_896_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,51.14749262536874
360.0,0.41178000000000003, 2017_05_30__17_00_06_418,34, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_06_418_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,40.48967551622419
360.0,0.56495, 2017_05_30__17_00_14_843,35, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_14_843_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,55.550639134709925
400.0,0.2265, 2017_05_30__17_00_17_089,36, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_17_089_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,22.271386430678465
360.0,0.9566100000000001, 2017_05_30__17_00_17_676,37, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_17_676_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,94.06194690265488
320.0,0.86413, 2017_05_30__17_00_18_376,38, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_18_376_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,84.968534906588
410.0,0.17717, 2017_05_30__17_00_18_982,39, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_18_982_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,17.420845624385446
320.0,0.5704600000000001, 2017_05_30__17_00_19_614,40, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_19_614_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,56.09242871189774
410.0,0.12395999999999999, 2017_05_30__17_00_21_238,41, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_21_238_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,12.188790560471976
270.0,0.12753, 2017_05_30__17_00_21_945,42, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_21_945_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,12.539823008849558
340.0,0.35922, 2017_05_30__17_00_24_081,43, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_24_081_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,35.32153392330383
380.0,0.3709, 2017_05_30__17_00_27_246,44, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_27_246_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,36.4700098328417
330.0,0.23526, 2017_05_30__17_00_28_979,45, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_28_979_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,23.132743362831857
260.0,0.25927, 2017_05_30__17_00_29_729,46, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_29_729_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,25.493608652900686
250.0,0.13726, 2017_05_30__17_00_31_629,47, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_31_629_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,13.496558505408062
350.0,0.55813, 2017_05_30__17_00_32_483,48, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_32_483_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,54.88003933136677
350.0,0.28523000000000004, 2017_05_30__17_00_41_478,49, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_41_478_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,28.04621435594887
370.0,0.45072, 2017_05_30__17_00_42_262,50, F,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_42_262_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,44.31858407079646
380.0,0.87224, 2017_05_30__17_00_43_077,51, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_43_077_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,85.76597836774827
330.0,0.77684, 2017_05_30__17_00_43_610,52, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_43_610_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,76.38544739429695
390.0,0.24435, 2017_05_30__17_00_44_244,53, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_44_244_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,24.026548672566374
310.0,0.20119, 2017_05_30__17_00_44_828,54, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_44_828_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,19.782694198623403
370.0,1.09355, 2017_05_30__17_00_45_557,55, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_45_557_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,107.52704031465093
390.0,0.1801, 2017_05_30__17_00_46_166,56, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_00_46_166_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,17.70894788593904
380.0,0.5071899999999999, 2017_05_30__17_01_04_317,57, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_04_317_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,49.871189773844634
390.0,0.5344399999999999, 2017_05_30__17_01_05_237,58, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_05_237_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,52.550639134709925
360.0,0.3537, 2017_05_30__17_01_07_067,59, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_07_067_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,34.7787610619469
370.0,0.92189, 2017_05_30__17_01_07_942,60, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_07_942_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,90.6479842674533
350.0,0.6756, 2017_05_30__17_01_08_611,61, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_08_611_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,66.4306784660767
370.0,0.80378, 2017_05_30__17_01_09_925,62, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_09_925_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,79.03441494591938
340.0,0.27095, 2017_05_30__17_01_14_541,63, T,B_231_2017_05_30_H_7_RewSec,2017_05_30__17_01_14_541_220_450_0_5.txt,231,7,RewSec,50,367.4,50,347.8,4.15,26.642084562438548
